Saldainiai ATTACHE Brownie,992184400000,38
992184700000,992184700000,1
Saldainiai NIMBUS rajskije oblaka,992184800000,71
Sald.RAJSKIJE OBLAKA Tri okolada,992185100000,1
Saldainiai MIKA KOSOLAPYJ,992185700000,207
Saldainiai IVINKA arbz skonio,992185800000,26
992186700000,992186700000,42
Saldainiai ZOLOTAJA LILIJA,992186900000,116
Saldainiai DOJKRISP,992188700000,1
Saldainiai ASORTI SLAVJANKA LIUKS,992188900000,1
Vanilin saulgra chalva,992189300000,167
Saldainiai ERNOSLIV MICHAILOVI,992190500000,2
Saldainiai MILKY SPLASH,992191400000,52
Vafliniai saldainiai AELITA,992191700000,11
Saldaini su daru asorti1kg,992192000000,172
Saldainiai BOUNTY,992192200000,84
Saldainiai SEME4KI su medumi,992192300000,6
Saldainiai TIOMNAJA NO1kg,992192400000,7
Saldainiai SUPER STEP,992192600000,3
Saldainiai su rie. CAO CACAO TRUFFLE,992194100000,2
Saldainiai CAO CACAO TRUFFLE,992194300000,9
992194600000,992194600000,2
Saldainiai KALD SENELIAI,992194700000,67
Saldainiai KONAFETTO NERO su d. kg,992194800000,77
eliniai saldainiai PIOLKA,992195000000,3
992195500000,992195500000,5
Saldainiai ERNOSLIV,992195700000,44
Karamel BARBARIS,992196000000,43
Karamel MIATNAJA,992196200000,22
Saldainiai KORIVKA ROSHEN,992196500000,75
Saulgr chalva su em.rie. KHALIFAH,992196800000,4
Karamel PIOLKA MINI,992196900000,1
Irisas KIS KIS 1kg,992197200000,19
Saldainiai LA BOHEME PARFE,992197300000,31
Karamel su daru BIM BOM,992197400000,81
Saldainiai KRASNYJ MAK,992198500000,1
Saldainiai LOKYS,992198700000,23
Saldainiai KURAGA PETROVNA,992198900000,2
ok. saldainiai SNICKERS Mini,992199200000,226
ok. saldainiai TWIX Mini,992199300000,174
Glaistyti zefyrai LIANE,992199700000,7
Karamel ZOLOTOY RACHOK,992199800000,10
Saldainiai SU VENTMIS,992199900000,42
Meduoliai su vyni skonio daru,992201500000,18
Sausainiai PINIGLIAI,992202500000,1
Sausainiai SKANSTAS,992203600000,1
Sausainiai VYNIA su kakav.glazra,992205100000,1
992205600000,992205600000,34
Vafliai su karamels sk. pertepimu fasuoti,992211800000,8
Banan skonio meduoliai,992222700000,7
KAIMIKI meduoliai,992222900000,2
992224600000,992224600000,1
Aviiniai sausainiai,992227300000,3
Sausainiai KOKO,992229400000,3
Meduoliai VANILINS LAZDELS,992231600000,2
Sausainiai SVETLANA,992233000000,1
Aviiniai sausainiai su razinomis,992238400000,1
Sausainiai Delikatesiniai,992244000000,2
992254600000,992254600000,1
Pyragliai SKARELS su obuoli daru,992262800000,45
Bandels su lainuk daru,992262900000,85
Pyragliai SKARELS su kremu,992263000000,7
Varkins spurgyts atitirpintos1 kg,992263200000,12
Meduoliai su braki skonio daru,992270500000,6
Sausainiai GAIDELIS,992271800000,1
Dzkijos sausainiai Moiuts,992271900000,1
Sausainiai BK SVEIKAS,992285100000,1
Aviiniai sausainiai su avi. dribsniais,992286300000,1
Meduoliai KLASIKINIAI,992368000000,1
Sausainiai SALDUMIN,992368200000,5
Sausainiai PUKITE,992368300000,12
Sausainiai VERNISA,992368500000,46
Saus.FIGAROsu bra.sk.d.ir kakav.gl.,992368600000,1
Vafliai ARMS,992369800000,1
Traps sausainiai su okoladu,992371300000,5
Meduoliai glaistyti okoladu,992372000000,1
Imb. saus. RIEUTLIAI kond. pien. 1 k,992372500000,1
Balti ir roiniai zefyrai,992471600000,2
Imbieriniai meduoliai,992477200000,5
992634000000,992634000000,1
Sausainiai OVACIA,992903000000,1
Sausainiai TURBO su med. rieut.,992904000000,1
Sausainiai LOTTO,992905000000,1
Bavariki meduoliai 1 kg,992912000000,4
Sausainiai TRIKS,992917000000,4
992919000000,992919000000,1
993100500000,993100500000,1
993100600000,993100600000,2
993100700000,993100700000,1
993101000000,993101000000,1
993101500000,993101500000,1
993101700000,993101700000,5
993101800000,993101800000,3
993101900000,993101900000,4
993102700000,993102700000,1
993103300000,993103300000,1
993106300000,993106300000,1
993107700000,993107700000,1
993108200000,993108200000,1
993118800000,993118800000,1
993118900000,993118900000,2
993122600000,993122600000,1
993125000000,993125000000,1
993126600000,993126600000,1
994212500000,994212500000,1
994216200000,994216200000,1
994224900000,994224900000,1
994231100000,994231100000,1
994233100000,994233100000,1
994248900000,994248900000,1
995161900000,995161900000,1
995207900000,995207900000,1
995231200000,995231200000,1
995235300000,995235300000,1
995236700000,995236700000,4
995239700000,995239700000,2
995244300000,995244300000,1
995270000000,995270000000,2
996117400000,996117400000,1
996118300000,996118300000,1
996150100000,996150100000,1
996209300000,996209300000,1
996219300000,996219300000,1
996221400000,996221400000,1
996222200000,996222200000,1
996243400000,996243400000,1
999975000000,999975000000,2
Meduoliai glaistyti okoladu su vaisi,999994000000,1
